what can I do at the office to decrease spread?,AdditionalWorkplaceHygiene
Ventilators information,Howmanyhospital_beds
No of hospital beds,Howmanyhospital_beds
How many ventilators,Howmanyhospital_beds
How many hospitals,Howmanyhospital_beds
How many beds in india,Howmanyhospital_beds
how can i protect myself,HowToProtectMyself
what are the prevention measures,HowToProtectMyself
Self protection,HowToProtectMyself
what are the protection measure,HowToProtectMyself
self prevention measure,HowToProtectMyself
how to prevent,HowToProtectMyself
How to prevent it,HowToProtectMyself
Stay home when you are sick,InfectedFamilyMember
prevent spreading COVID-19 to others,InfectedFamilyMember
Infected family member,InfectedFamilyMember
my roommate has corona virus what should I do?,InfectedFamilyMember
do I need to quarantine ill family members?,InfectedFamilyMember
what do i do when someone in my home gets it?,InfectedFamilyMember
What should I do if someone in my house gets sick with COVID-19?,InfectedFamilyMember
What should I do,InfectedFamilyMember
Is there a chance to get infected from family members ?,InfectedFamilyMember
what to do to avoid infected family member,InfectedFamilyMember
what to do to avoid infected family member?,InfectedFamilyMember
pressure in the chest,InfectedFamilyMember
Persistent pain,InfectedFamilyMember
Trouble breathing,InfectedFamilyMember
Guidance if a Family Member is infected,InfectedFamilyMember
Infected Family Members,InfectedFamilyMember
Infection from family member,InfectedFamilyMember
medical attention,InfectedFamilyMember
emergency warning signs for COVID-19,InfectedFamilyMember
Is it okay to stay at home ?,InfectedFamilyMember
What should I do?,InfectedFamilyMember
Stay home,InfectedFamilyMember
recover at home,InfectedFamilyMember
any govt insurance,InsuranceScheme
any coverage provided?,InsuranceScheme
Heath insurance related to covid,InsuranceScheme
any heath scheme,InsuranceScheme
Any Insurance for covid,InsuranceScheme
Insurance,InsuranceScheme
Pradhan Mantri Garib Kalyan Package,InsuranceScheme
Corona Kavach,InsuranceScheme
corona rakshak,InsuranceScheme
Insurance schemes,InsuranceScheme
Covid insurance,InsuranceScheme
Meals For Students are allowed ?,MealsForStudents
providing grab-and-go meals at a central location,MealsForStudents
Information regarding school,MealsForStudents
Meals for students,MealsForStudents
"While school�s out, will kids have access to meals?",MealsForStudents
providing school meals,MealsForStudents
Info on student meals,MealsForStudents
Info regarding school and student meals,MealsForStudents
pick up meals,MealsForStudents
Student and School Meal,MealsForStudents
Student and School Meals,MealsForStudents
Information regarding school and student meals,MealsForStudents
how are students on school lunch plans getting their meals?,MealsForStudents
Info regarding school,MealsForStudents
Information on student meals,MealsForStudents
are schools continuing to serve school lunch plans even if classes are closed?,MealsForStudents
will school students be able to get their free meals?,MealsForStudents
meal services,MealsForStudents
what does negative result mean?,NegativeTestResults
Can a person test negative and later test positive for COVID-19?,NegativeTestResults
Can a person test negative for COVID-19?,NegativeTestResults
Negative Test Considerations,NegativeTestResults
negative result means,NegativeTestResults
Negative Test Result Consideration,NegativeTestResults
Considerations for receiving negative test results,NegativeTestResults
negative result means?,NegativeTestResults
what to do if I recieve negetive test result?,NegativeTestResults
Can a person test positive for COVID-19?,NegativeTestResults
positive result means,NegativeTestResults
what does positive result mean?,NegativeTestResults
How can I know that the virus is there in my body ?,NegativeTestResults
How can I know that the virus is there in my body,NegativeTestResults
Consideration on negative test results,NegativeTestResults
Considerations for receiving negative test,NegativeTestResults
Consideration for receiving negative test results,NegativeTestResults
COVID test result,NegativeTestResults
what to do if I recieve negetive test result,NegativeTestResults
negative test result,NegativeTestResults
Negative Test Result Considerations,NegativeTestResults
negative test result means,NegativeTestResults
what does positiveresult mean?,NegativeTestResults
Negative test results,NegativeTestResults
Can you have corona virus and still test negative?,NegativeTestResults
Does a negative test mean a person does not have COVID-19?,NegativeTestResults
if you test negative can you still get COVID-19 later?,NegativeTestResults
What is in the NEWS?,News_Corona_Virus
NEWS,News_Corona_Virus
Corona News,News_Corona_Virus
Corona,News_Corona_Virus
COVID-19,News_Corona_Virus
Latest News on Covid19 virus,News_Corona_Virus
Latest global News on Covid19,News_Corona_Virus
Updated News on Covid19,News_Corona_Virus
world news on COVID-19,News_Corona_Virus
Latest News on Covid19,News_Corona_Virus
Virus,News_Corona_Virus
Virus news,News_Corona_Virus
News on COVID,News_Corona_Virus
world news,News_Corona_Virus
Whats happening?,News_Corona_Virus
News on Corona,News_Corona_Virus
Covid-19 news,News_Corona_Virus
COVID,News_Corona_Virus
whats happening,News_Corona_Virus
anything in mind,next_question
Anything on mind ?,next_question
Next ?,next_question
Please let us know anything you want to know as of now.,next_question
what's more in your mind,next_question
Feel free to ask,next_question
what's next,next_question
Feel free to ask more.,next_question
What's next on your mind ?,next_question
what's more in your mind?,next_question
Anything more ?,next_question
Next,next_question
Please let us know anything you want to know more.,next_question
Can I catch it from my relative?,PersonToPerson
Who can I get it from?,PersonToPerson
Can (COVID-19) spread from person-to-person?,PersonToPerson
How does  Corona Virus (COVID-19) spread?,PersonToPerson
Can I catch it from my sons or daughters?,PersonToPerson
person to person,PersonToPerson
Can I catch it from my parents?,PersonToPerson
Can Corona Virus spread from person-to-person?,PersonToPerson
Why is  Corona Virus (COVID-19) spreading between people?,PersonToPerson
Corona Virus (COVID-19) Can spread from person-to-person.Yes or No?,PersonToPerson
Can I catch it from my friend?,PersonToPerson
Can  Corona Virus (COVID-19) spread from person-to-person?,PersonToPerson
Can someone who has had COVID-19 spread the illness to others?,PersonToPerson
Why is it so contagious?,PersonToPerson
should my household plan ahead?,PrepareFamily
I want to save my family members in this pandemic.How can I save them?,PrepareFamily
which necessary steps required to safe my family?,PrepareFamily
How can I save my family members?,PrepareFamily
How can I save my family members from this danger situation?,PrepareFamily
how do I prepare my household occasion in case corona virus hits my community?,PrepareFamily
how do I prepare my household in case corona virus hits my community?,PrepareFamily
what goes into a family emergency plan?,PrepareFamily
How can I save my family members in Covid_19 situation?,PrepareFamily
How do I Prepare family?,PrepareFamily
How can my family and I prepare for COVID-19?,PrepareFamily
Prepare family,PrepareFamily
how do I keep my kids from worrying about the virus?,PreparingChildren
Preparing children,PreparingChildren
How do I explain all facts to my child about this pandemic?,PreparingChildren
My child is stressed about the crisis how can I help?,PreparingChildren
how do I keep my kids safe form this virus?,PreparingChildren
How can I give relief my Child from this pandemic situation?,PreparingChildren
How do I express all facts before my child?,PreparingChildren
How can I decrease mental stress of my child?,PreparingChildren
How do I prepare my children in case of COVID-19 outbreak in our community?,PreparingChildren
what should I tell my child about this pandemic?,PreparingChildren
is it safe to buy Chinese products?,ProductsFromChina
Can we say Covid19 or coron virus same as SARS-CoV than MERS-CoV?,ProductsFromChina
Is COVID-19 more genetically related to SARS-CoV than MERS-CoV?,ProductsFromChina
should i stop buying products from China?,ProductsFromChina
Products from China,ProductsFromChina
Is the nature of SARS-CoV and MERS-CoV and Corona are same?,ProductsFromChina
SARS-CoV and MERS-CoV and Covid _19 all are same?,ProductsFromChina
is corona virus behave like SARS-CoV and MERS-CoV?,ProductsFromChina
Am I at risk for COVID-19 from a package or products shipping from China?,ProductsFromChina
are packages from China infected?,ProductsFromChina
Which are those necessary to disinfect ?,ProtectingChildren
Protecting children,ProtectingChildren
How can I protect my child from COVID-19 infection?,ProtectingChildren
is handwashing important for children?,ProtectingChildren
what will protect my kids from getting the infection?,ProtectingChildren
should I disinfect my kid's toys?,ProtectingChildren
Is soap and water important for cleaning hand of my children?,ProtectingChildren
Alcohol-based hand sanitizer important for children?,ProtectingChildren
what are the top tips to keep my family from catching it?,ReduceFamilyRisk
lower my family's risk of getting sick,ReduceFamilyRisk
Reduce family risk,ReduceFamilyRisk
#tips to reduce my family risk,ReduceFamilyRisk
top tips to reduce my family risk,ReduceFamilyRisk
What steps can my family take to reduce our risk of getting Corona virus?,ReduceFamilyRisk
Which actions are especially important for older adults and people who have severe chronic medical conditions in this pandemic?,ReduceFamilyRisk
Which actions are especially important for older adults and people who have severe chronic medical conditions?,ReduceFamilyRisk
What steps can my family take to reduce our risk of getting COVID-19?,ReduceFamilyRisk
What should I have my family do to keep from getting sick?,ReduceFamilyRisk
Should I go to work if there is Corona outbreak in my community is under control?,ReportingToWork
Reporting to work,ReportingToWork
Should I go to work if there is no outbreak in my community?,ReportingToWork
Should I go to work if there is no outbreak of Covid_19 in my community?,ReportingToWork
Should I go to work if there is an outbreak in my community?,ReportingToWork
I'm supposed to work but my child's school is canceled,ReportingToWork
Should I go to work if community spread is not happened?,ReportingToWork
will my office be closed?,ReportingToWork
Is it safe If I go in to the office?,ReportingToWork
office policy,ReportingToWork
what are my work from home options?,ReportingToWork
office protocol,ReportingToWork
Is corona virus is highly contiguous among children?,RiskToChildren
Are children at higher risk of getting sick?,RiskToChildren
Are kids at increased risk of infection?,RiskToChildren
Can corona virus infect an infant?,RiskToChildren
Is Corona risky for children?,RiskToChildren
How can I save children from this outbreak?,RiskToChildren
What is the risk of my child becoming sick with COVID-19?,RiskToChildren
do children catch covid-19?,RiskToChildren
Are children safe in this pandemic?,RiskToChildren
Risk to children,RiskToChildren
Can corona virus affect the pets?,RiskToPets
Are my pets in risk?,RiskToPets
Is there any danger to pets?,RiskToPets
Should I be concerned about necessary steps of my pets or other animals and COVID-19?,RiskToPets
How much risky for any animal?,RiskToPets
How much risky for my pet?,RiskToPets
Can Covid_19 affect the pets?,RiskToPets
Are my pets in danger situation due to Covid?,RiskToPets
Should I be concerned about pets or other animals and COVID-19?,RiskToPets
Risk to pets,RiskToPets
covid test as of today,Sample_Test_covid
Covid test status,Sample_Test_covid
how many covid sample tested,Sample_Test_covid
How many sample test,Sample_Test_covid
How many sample tested till now,Sample_Test_covid
how many sample testing done,Sample_Test_covid
how many test,Sample_Test_covid
No of sample tested till now,Sample_Test_covid
sample test,Sample_Test_covid
Covid Sample test,Sample_Test_covid
covid sample tested,Sample_Test_covid
Covid Test as of now,Sample_Test_covid
covid sample count,Sample_Test_covid
Sample test for covid,Sample_Test_covid
Covid samp[le test count,Sample_Test_covid
Is my child will not go to school?,schoolclosing
How do I know when my school will reopen?,schoolclosing
What are the reasons of closing my school?,schoolclosing
How do I know when my child's school will reopen?,schoolclosing
why are schools closing?,schoolclosing
who gets to decide if the school will close?,schoolclosing
school closing,schoolclosing
Will schools be dismissed if there is an outbreak in my community?,schoolclosing
how do I know if my school is closing?,schoolclosing
Will school closing help to prevent the corona out-break?,schoolclosing
School from home,Schoolfromhome
I need tips for at home learning,Schoolfromhome
how do I keep my child engaged in schoolwork?,Schoolfromhome
"Is it possible ""school from home""?",Schoolfromhome
Tips for my child's schedule when school is canceled.,Schoolfromhome
"While school�s out, how can I help my child continue learning?",Schoolfromhome
How do I learn when school is closed?,Schoolfromhome
How do I involve my child in home when school is closed?,Schoolfromhome
"While school?s out, how can I help my child continue learning?",Schoolfromhome
Can someone who has been quarantined for COVID-19 spread the illness to others?,spreadinquarantine
Is there any risk of spreading Corona virus in Quarantine period?,spreadinquarantine
What is the incubation period of Quarantine is usually established?,spreadinquarantine
What is the meaninng of Quarantine ?,spreadinquarantine
How long is Quarantine usually established ?,spreadinquarantine
does quarantining people stop the spread of corona virus?,spreadinquarantine
spread in quarantine,spreadinquarantine
does putting infected people into quarantine help?,spreadinquarantine
what is the incubation period of this corona virus?,spreadinquarantine
what is a quarantine?,spreadinquarantine
Is there any evidence to support transmission of COVID-19 associated with food?,spreadviafood
spread via food,spreadviafood
do I need to wash my groceries?,spreadviafood
"Can the virus that causes COVID-19 be spread through food, including refrigerated or frozen food?",spreadviafood
What are the steps are required to follow before eating something?,spreadviafood
"Is there very high risk of spreading from food products which are at ambient refrigerated, or frozen temperatures?",spreadviafood
Is there any evidence to support transmission of corona virus associated with food?,spreadviafood
Is there likely very high risk of spreading from food products or packaging that are shipped over a period of days or weeks?,spreadviafood
does it spread on food packaging?,spreadviafood
does the virus stick to packaged food?,spreadviafood
should I stay home sick even if I don't feel very bad?,StayingHomeWhenSick
What are necessary steps are required if my colleague is feeling sick in office?,StayingHomeWhenSick
As a Supervisor What is my duty if my subordinate feel sick in the office?,StayingHomeWhenSick
What are the early steps if I feel sick in the office?,StayingHomeWhenSick
what symptoms should make me stay home from work,StayingHomeWhenSick
what if an employee shows respiratory symptoms at work?,StayingHomeWhenSick
should I stay home if I don't feel well?,StayingHomeWhenSick
I need to work even though I'm not feeling well,StayingHomeWhenSick
What are the office rules should be abide by a office employee?,StayingSafeAtWork
what are the necessary actions required to prevent the outbreak of corona virus under any office premises?,StayingSafeAtWork
How do I arrange seats of my employees in office premises?,StayingSafeAtWork
As an office colleague how do I arrange my seat in the office premises?,StayingSafeAtWork
How do we create safety inside the office ?,StayingSafeAtWork
Workplace safety,StayingSafeAtWork
How do I keep employees who interact with customers safe?,StayingSafeAtWork
What should be the ideal office decorum?,StayingSafeAtWork
What should be the ideal office decorum need to be maintained in this pandemic situation?,StayingSafeAtWork
What are the guide lines need to be maintained as a office colleague?,StayingSafeAtWork
What are the guide lines should be abide by a office employee?,StayingSafeAtWork
are Asian people being unfarely blamed for corona virus?,Stigmatizedgroups
What causes stereotyping and blame?,Stigmatizedgroups
is the pandemic causing discrimination against Chinese people?,Stigmatizedgroups
Stigmatized groups,Stigmatizedgroups
Why might someone blame or avoid individuals and groups (create stigma) because of COVID-19?,Stigmatizedgroups
does covid-19 cause coughing?,Symptoms
From which are the symptoms we need to do corona test?,Symptoms
What are symptoms you need to address before a doctor?,Symptoms
What are the alarming symptoms you need to follow?,Symptoms
what symptoms should I watch for?,Symptoms
does covid-19 cause fever?,Symptoms
Symptoms,Symptoms
is fever a sign of this infection?,Symptoms
What are the symptoms and complications that COVID-19 can cause?,Symptoms
Are the symptoms of COVID-19 different in children than in adults?,Symptomsinchildren
do kids get different symptoms?,Symptomsinchildren
do children react differently to the virus than adults do?,Symptomsinchildren
what are the symptoms in children?,Symptomsinchildren
Symptoms in children,Symptomsinchildren
who should get tested?,Testing
can my doctor test me if I start feeling sick?,Testing
should I head to the doctor if I show symptoms?,Testing
If my relative is infected then is it necessary to do corona test for me?,Testing
If my family member is infected then is it necessary to do corona test for me?,Testing
If I have no symptoms.Should I do my corona test?,Testing
If I have travel history is it necessary to do corona test ?,Testing
If my colleague is infected then is it necessary to do corona test for me?,Testing
Testing,Testing
Should I be tested for COVID-19?,Testing
top 5 states,TOP5
most no of cases,TOP5
most affected state,TOP5
Most affected country,TOP5
most affected city,TOP5
maximum deaths,TOP5
maximum cases,TOP5
Max infected locations,TOP5
major affected country,TOP5
Highly infected states,TOP5
highly infected city,TOP5
top locations in terms of deaths,TOP5
High infected countries,TOP5
top locations in terms of cases,TOP5
Top country in terms of cases,TOP5
top 5 infected,TOP5
top 5 districts in india,TOP5
top 5 countries,TOP5
top 5 cities in india,TOP5
Top 5,TOP5
foreign travel advisory,Travel_Advisory
Travel guideline,Travel_Advisory
Travel Advise in Covid,Travel_Advisory
Travel during covid,Travel_Advisory
Travel Advisory,Travel_Advisory
other country travel,Travel_Advisory
Travel information during covid pandemic,Travel_Advisory
Travle Rules,Travel_Advisory
Travel Safely with other country,Travel_Advisory
Travel Regulations,Travel_Advisory
Covid Travel Advisory,Travel_Advisory
Covid travel safety,Travel_Advisory
vaccine for covid,Vaccine_Drug_Medicine
any antidote,Vaccine_Drug_Medicine
any medicine or drug for covid,Vaccine_Drug_Medicine
Any Vaccine available,Vaccine_Drug_Medicine
covid treatment,Vaccine_Drug_Medicine
will the virus go away during warmer months?,warmerweather
does it get less contagious in the summer?,warmerweather
i heard the spread will slow down in warmer months,warmerweather
Will warm weather stop the outbreak of COVID-19?,warmerweather
warmer weather,warmerweather
What do face masks do? ,Wearingfacemasks
Does CDC recommend the use of facemask to prevent COVID-19?,Wearingfacemasks
Should I wear a face mask?,Wearingfacemasks
Should I use a face mask when in public?,Wearingfacemasks
Do I need to wear a face mask?,Wearingfacemasks
Someone in my household is sick should we wear masks at home?,Wearingfacemasks
Wearing face masks,Wearingfacemasks
Should my child wear a face mask?,Wearingfacemasks
Do face masks do anything?,Wearingfacemasks
What is SARS-CoV-2?,WhatisCovid
What is COVID 19?,WhatisCovid
what is corona,WhatisCovid
What is Covid,WhatisCovid
what is carona virus?,WhatisCovid
When did  Corona Virus (COVID-19) start?,WhatisCovid
When did  Corona Virus (COVID-19) appear?,WhatisCovid
Where did  Corona Virus (COVID-19) appear?,WhatisCovid
Where was  Corona Virus (COVID-19) first spotted.,WhatisCovid
Why did  Corona Virus (COVID-19) spread?,WhatisCovid
How did the  Corona Virus (COVID-19) spread from China?,WhatisCovid
Carona Virus,WhatisCovid
What is a novel coronavirus?,WhatisCovid
covid 19,WhatisCovid
which location did corona virus start from?,Wherediditstart
Where did it start,Wherediditstart
Where did corona virus originate from?,Wherediditstart
What is the source of the virus?,Wherediditstart
What is full form of COVID_19?,Whythename
why is covid-19 the name for this disease?,Whythename
Why the name,Whythename
why was covid-19 used to name this disease?,Whythename
Why are we use COVID_19 abbreviation for corona Virus?,Whythename
why do we use the term Novel before Cororna_Virus?,Whythename
why do we use the term Novel before Cororna?,Whythename
On which date WHO announced an official name for the disease that is causing the 2019?,Whythename
On which date World Health Organization announced an official name for the disease that is causing the 2019?,Whythename
Why do we use the term Novel before CorornaVirus?,Whythename
what is novel corona virus?,Whythename
is corona virus the same as covid-19?,Whythename
"Why is the disease being called coronavirus disease 2019, COVID-19?",Whythename
is covid an abbreviation?,Whythename
do I need to wear a mask at work?,WorkplaceFaceCoverings
are face coverings required at work?,WorkplaceFaceCoverings
do I need a special mask for work?,WorkplaceFaceCoverings
should customers in my workplace have on masks?,WorkplaceFaceCoverings
Do we need to provide masks for employees?,WorkplaceFaceCoverings
How can my workplace practice social distancing?,WorkplaceSocialDistancing
how do I rearrange my workplace for social distance?,WorkplaceSocialDistancing
how do I practice social distancing at work?,WorkplaceSocialDistancing
any recommendations for workplace social distancing?,WorkplaceSocialDistancing
how can we adjust the business for social distancing?,WorkplaceSocialDistancing
